panel_row,arch,mechanism,cell,epoch,dev_cer
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,9,0.1570001708614966
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,10,0.1461432583234043
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,11,0.1410190326855813
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,12,0.1356037044192891
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,13,0.1305495685451074
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,14,0.1265063360644835
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,15,0.1226874153738576
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,16,0.117677867060444
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,17,0.1142406383722506
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,18,0.1122882571487577
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,19,0.1087512416187255
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,20,0.1056457294191402
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,21,0.1043850946436121
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,22,0.1025072369284576
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,23,0.1010692461926504
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,24,0.099728052130375
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,25,0.0961771089845663
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,26,0.0974281428454877
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,27,0.093401203895697
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,28,0.0932366002390801
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,29,0.0907308812216298
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,30,0.0895736854888949
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,31,0.0889158283925604
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,32,0.0884343715177701
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,33,0.0875377525885088
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,34,0.0860979251185836
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,35,0.0851014068378862
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,36,0.0843302946737397
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,37,0.0834001873446498
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,38,0.0830944430529382
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,39,0.0823637303846368
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,40,0.0819594083243684
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,41,0.0821173329156625
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,42,0.0809842621087386
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,43,0.0811952870978996
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,44,0.0811490856808612
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,45,0.0806670906129021
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,46,0.0808096410317105
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,47,0.0806695264345123
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,48,0.0804506321973912
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,49,0.0802915923023607
0,rwkv6,MSDC,7m_rwkv6_causal_multidil_v2_seed42,50,0.0803895864824571
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,1,0.4993004880693624
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,2,0.3457273837877359
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,3,0.2922804535339687
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,4,0.2600176538369344
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,5,0.2346644541387433
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,6,0.2167518437336088
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,7,0.2053409827530755
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,8,0.1936653225711887
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,9,0.1833129858493896
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,10,0.1742363469611804
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,11,0.1676313716346598
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,12,0.1608445154024363
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,13,0.1576423871279968
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,14,0.1516427601492267
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,15,0.1507396033520535
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,16,0.1441472046172526
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,17,0.1444372407338882
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,18,0.1371872966700915
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,19,0.1335939305297311
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,20,0.132265025374947
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,21,0.1296865295439329
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,22,0.1269070218439992
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,23,0.1237766814431416
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,24,0.1223485823597199
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,25,0.1201303373198151
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,26,0.1182409321614977
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,27,0.1164177447296291
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,28,0.1162287350051223
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,29,0.1154817702358186
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,30,0.1124703719578953
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,31,0.1121613508590696
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,32,0.1093862302486921
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,33,0.1096680233505647
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,34,0.1081166902115318
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,35,0.1063167778600342
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,36,0.1050252432205736
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,37,0.1044800082850731
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,38,0.1038512535725338
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,39,0.1029919567401427
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,40,0.1029536391558729
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,41,0.1019222658979481
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,42,0.1016434470173463
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,43,0.1013560222362788
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,44,0.1009662568642672
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,45,0.1012004382970034
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,46,0.1009399915584515
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,47,0.1005599557304565
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,48,0.10050636504012
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,49,0.1007453162953306
0,rwkv6,CVD,7m_rwkv6_causal_lucid_chunked_seed42,50,0.1007289755430195
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,1,0.5063965399499245
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,2,0.3466167046790386
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,3,0.2873396586538946
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,4,0.250557591040029
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,5,0.226781372487874
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,6,0.2100293744023452
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,7,0.1985241226002489
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,8,0.1821967460140705
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,9,0.1736691314425056
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,10,0.1689760768179246
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,11,0.1598670034596209
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,12,0.1529734995253318
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,13,0.1494916184427693
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,14,0.1442437521542301
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,15,0.1428531456088617
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,16,0.1387364083795508
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,17,0.1362343633790945
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,18,0.1363827464824682
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,19,0.1319368764989955
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,20,0.1299722895754196
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,21,0.1247094650640404
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,22,0.1232469812402286
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,23,0.1207974219700546
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,24,0.1186857424416383
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,25,0.1176383482149037
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,26,0.118416577152433
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,27,0.1150568871887067
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,28,0.1178342708954835
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,29,0.1119047784685936
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,30,0.1096917969485142
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,31,0.1095797846864417
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,32,0.107582575593913
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,33,0.1063611207361632
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,34,0.1072365231056966
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,35,0.1057401831054198
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,36,0.1056824133000893
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,37,0.1031270838394756
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,38,0.102696596142579
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,39,0.1025483443196939
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,40,0.1014450948220784
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,41,0.1011191050497323
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,42,0.1011212516357597
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,43,0.1005102149658881
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,44,0.1003421758010571
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,45,0.1005485989427883
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,46,0.1007187032049774
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,47,0.1003810318200594
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,48,0.1003735766078439
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,49,0.1003396193374054
0,rwkv6,DHO,7m_rwkv6_causal_rse_depth_viscosity_seed42,50,0.0999308942280463
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,1,0.4954191072839988
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,2,0.3305935604764399
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,3,0.2726032809696661
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,4,0.2322205032458773
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,5,0.2086348764219049
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,6,0.1880624477119097
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,7,0.1728009575950601
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,8,0.1615803344357147
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,9,0.1536003188365372
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,10,0.1456823179552588
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,11,0.1397857999549607
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,12,0.1319262698281946
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,13,0.1276532618530354
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,14,0.1235740841528491
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,15,0.1221425640883228
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,16,0.1153877340488668
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,17,0.1149985278479845
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,18,0.1113653794664063
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,19,0.1073842244068857
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,20,0.1057515668897264
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,21,0.103818600019293
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,22,0.1012838410540436
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,23,0.0985799777668362
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,24,0.0978207602704364
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,25,0.095581455244539
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,26,0.0955252753918938
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,27,0.0924747214418249
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,28,0.0909607014981021
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,29,0.0901239218079882
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,30,0.0890133989149627
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,31,0.0866720078201305
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,32,0.0869004915945168
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,33,0.0855402212009252
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,34,0.0848083474803564
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,35,0.083535041071752
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,36,0.0830370892047168
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,37,0.0827069359047746
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,38,0.0818880940349345
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,39,0.0818282942120098
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,40,0.0810561211713524
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,41,0.0805972634332919
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,42,0.0797510013975876
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,43,0.0800772328198948
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,44,0.0795950509637433
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,45,0.0791371607873569
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,46,0.0789201727920334
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,47,0.0791973000085631
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,48,0.0791090552711254
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,49,0.0790405151713955
0,rwkv6,composition,7m_rwkv6_causal_p7_seed42,50,0.0787419824443278
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,1,0.43229375844038
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,2,0.3101884397238146
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,3,0.2650970700372876
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,4,0.2316917886588697
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,5,0.2113132839024707
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,6,0.1986850824701478
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,7,0.192535794615569
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,8,0.1760095447878275
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,9,0.1698145556164002
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,10,0.1649510047967942
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,11,0.1542652457684656
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,12,0.1512238784810125
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,13,0.149509443517283
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,14,0.1450801104549588
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,15,0.1414675120814162
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,16,0.1400379645875207
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,17,0.137036158845179
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,18,0.1333936768797262
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,19,0.131270239993431
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,20,0.1273730066823429
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,21,0.1262040079014723
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,22,0.1257340857299885
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,23,0.1249177124032247
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,24,0.1215778551736677
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,25,0.1220218022995466
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,26,0.1191550102757039
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,27,0.1184157353970494
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,28,0.116613862725017
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,29,0.1157920709670691
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,30,0.1148621718586149
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,31,0.1133934591878084
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,32,0.113601432119847
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,33,0.1131275771740112
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,34,0.1103882176340097
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,35,0.1104733174297062
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,36,0.1093902771457993
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,37,0.1086349776267676
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,38,0.1090259606115213
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,39,0.1082462968561955
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,40,0.106999824446107
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,41,0.1071656389331381
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,42,0.1068428568487522
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,43,0.1062237454122239
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,44,0.1062293458619043
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,45,0.106190533817412
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,46,0.1062877940066932
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,47,0.1060192356438112
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,48,0.1057402947495854
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,49,0.1057371728444303
0,mamba2,vanilla,7m_mamba2_causal_vanilla_seed42,50,0.1057875538401824
0,mamba2,MSDC,7m_mamba2_causal_multidil_v2_seed42,1,0.4206369980493573
0,mamba2,MSDC,7m_mamba2_causal_multidil_v2_seed42,2,0.2868342898068146
0,mamba2,MSDC,7m_mamba2_causal_multidil_v2_seed42,3,0.2427267840905256
0,mamba2,MSDC,7m_mamba2_causal_multidil_v2_seed42,4,0.2115747066996808
0,mamba2,MSDC,7m_mamba2_causal_multidil_v2_seed42,5,0.1884736029852034
0,mamba2,MSDC,7m_mamba2_causal_multidil_v2_seed42,6,0.177431714663591
0,mamba2,MSDC,7m_mamba2_causal_multidil_v2_seed42,7,0.1652539428462461
